P0CF16	6.2
P0CF17	7.19
P0CF18	1.62
P0CF19	3.25
P0CF20	0
P0CF21	0.78
P0CF22	0.95
P0CF33	27.18
P0CF34	33.49
P0CF35	2.54
P0CF36	2.75
P0CG63	0
P0CH08	1.56
P0CH09	1.56
P0CH63	1.33
P0CH64	1.33
P0CI66	8.58
P0CI67	8.58
P0CL23	2.22
P0CL24	2.22
P0CL25	1.33
P0CL26	1.33
P0CL27	96.33
P0CL28	96.33
P0CL29	96.33
P0CL30	96.33
P0CL31	96.33
P0CL32	1.56
P0CL33	1.56
P0CL34	2.5
P0CL35	2.5
P0CL36	2.5
P0CL37	1.88
P0CL38	2.5
P0CL39	2.5
P0CL40	2.5
P0CL41	2.5
P0CL42	2.5
P0CS90	8.1
P0CT04	1.33
P0CT86	19.23
P0CW40	1.35
P0CW41	1.35
P0CX08	1.59
P0CX09	1.59
P0CX10	0
P0CX11	0
P0CX12	8.97
P0CX13	8.97
P0CX14	21.89
P0CX15	21.89
P0CX16	5.09
P0CX17	5.09
P0CX18	17.24
P0CX19	17.24
P0CX20	22.43
P0CX21	22.43
P0CX22	22.43
P0CX23	0.58
P0CX24	0.58
P0CX25	6.52
P0CX26	6.52
P0CX27	1.88
P0CX28	1.88
P0CX29	9.65
P0CX30	9.65
P0CX31	17.77
P0CX32	17.77
P0CX33	52.38
P0CX34	52.38
P0CX35	7.27
P0CX36	7.27
P0CX37	4.66
P0CX38	4.66
P0CX39	8.5
P0CX40	8.5
P0CX41	6.56
P0CX42	6.56
P0CX43	0.92
P0CX44	0.92
P0CX45	10.23
P0CX46	10.23
P0CX47	1.92
P0CX48	1.92
P0CX49	9.67
P0CX50	9.67
P0CX51	11.18
P0CX52	11.18
P0CX53	2.42
P0CX54	2.42
P0CX55	6.84
P0CX56	6.84
P0CX57	54.77
P0CX58	54.77
P0CX59	55
P0CX60	55
P0CX61	51.36
P0CX62	51.36
P0CX63	36.32
P0CX64	36.32
P0CX65	54.77
P0CX66	54.77
P0CX67	54.77
P0CX68	54.77
P0CX69	54.77
P0CX70	55
P0CX71	55
P0CX72	55
P0CX73	55
P0CX74	56.36
P0CX75	56.36
P0CX76	56.36
P0CX77	7.73
P0CX78	7.73
P0CX79	7.73
P0CX80	9.83
P0CX81	9.83
P0CX82	1.58
P0CX83	1.58
P0CX84	0.83
P0CX85	0.83
P0CX86	12
P0CX87	12
P0CX88	9.9
P0CX89	9.9
P0CX90	14.92
P0CX91	14.92
P0CX92	1.03
P0CX93	1.03
P0CX94	2.5
P0CX95	2.5
P0CX96	2.5
P0CX97	2.5
P0CX98	2.5
P0CX99	2.5
P0CY00	2.5
P0CY01	2.5
P0CY02	4.65
P0CY03	4.65
P0CY04	4.65
P0CY05	4.65
P0CY06	26.85
P0CY07	26.85
P0CY08	29.04
P0CY09	29.04
P0CY11	55.55
P0CY13	50.42
P0CZ17	7.73
P10080	36.73
P10081	3.03
P10127	0.52
P10174	6.66
P10355	3.54
P10356	3.38
P10363	5.86
P10507	3.89
P10566	5.09
P10591	5.76
P10592	5.32
P10614	9.62
P10622	43.39
P10659	0.52
P10662	17.75
P10663	2.6
P10664	8.28
P10823	24.27
P10834	11.6
P10849	41.59
P10862	55.03
P10863	62.2
P10869	5.69
P10870	38.23
P10961	77.67
P10962	35.62
P10963	3.82
P10964	19.47
P11075	37.08
P11076	2.2
P11154	3.82
P11325	6.15
P11353	2.43
P11412	2.97
P11433	39.22
P11484	1.46
P11491	14.31
P11632	37.63
P11633	38.38
P11655	11.88
P11709	30.9
P11710	63.28
P11745	13.51
P11746	78.32
P11747	43.11
P11792	44.53
P11914	6.01
P11927	49.65
P11938	67.59
P11972	30.94
P11978	97.12
P11986	1.31
P12383	34.17
P12385	8.46
P12611	28.8
P12612	4.11
P12630	32.53
P12683	18.97
P12684	17.32
P12685	57.81
P12686	7.66
P12687	22.91
P12688	35.88
P12689	36.54
P12695	21.78
P12709	1.8
P12753	13.94
P12754	46.39
P12866	11.7
P12868	12.24
P12887	25.9
P12904	3.41
P12945	10.77
P12954	39.52
P12962	32.29
P13045	0.96
P13090	14.94
P13099	1.06
P13130	8.58
P13134	25.92
P13181	13.93
P13185	62.87
P13186	65.56
P13188	7.66
P13259	40.56
P13298	0.88
P13365	40.17
P13382	27.79
P13393	22.08
P13433	23.16
P13434	33.33
P13483	66.93
P13517	1.39
P13574	73.69
P13586	7.89
P13587	12
P13663	0.54
P13711	5.74
P13712	10.18
P13856	36.02
P13902	36.42
P14020	0.37
P14063	0.76
P14064	22.92
P14065	1.6
P14066	6.11
P14120	2.85
P14126	8.26
P14127	21.32
P14164	38.03
P14180	28.14
P14242	34.82
P14284	19.94
P14291	50.54
P14306	8.67
P14359	50.37
P14540	1.11
P14680	48.94
P14681	0.54
P14682	35.59
P14693	0.3
P14724	21.77
P14736	31.43
P14737	75.7
P14741	0.32
P14742	3.76
P14743	4.39
P14747	29.8
P14772	14.49
P14832	0.61
P14843	3.51
P14904	11.47
P14905	6.42
P14906	21.26
P14907	80.07
P14908	3.81
P14922	57.86
P15019	2.98
P15108	13.19
P15179	5.77
P15180	13.87
P15202	5.63
P15274	20.98
P15303	4.81
P15315	68
P15365	12.15
P15367	17.96
P15380	15.94
P15424	28.16
P15436	9.29
P15442	21.21
P15454	0.53
P15496	12.5
P15565	14.38
P15624	0
P15625	0.19
P15646	26.91
P15700	5.39
P15703	6.7
P15705	8.82
P15731	0.67
P15732	0.67
P15790	1.61
P15801	26.87
P15807	1.09
P15873	1.16
P15891	70.94
P15938	32.02
P15992	24.76
P16120	2.52
P16140	8.7
P16151	3.86
P16370	16.35
P16387	12.38
P16451	33.65
P16467	3.01
P16474	10.7
P16521	8.23
P16522	17.89
P16523	10.74
P16547	13.74
P16550	6.23
P16603	11.43
P16622	9.66
P16639	14.71
P16649	21.17
P16658	21.22
P16661	7.34
P16664	45.85
P16861	6.99
P16862	2.18
P16892	0.28
P16965	8.33
P17064	9.75
P17065	55.73
P17076	9.37
P17106	67.8
P17119	21.67
P17121	63.45
P17122	0.5
P17123	42.19
P17157	0.98
P17214	23.46
P17255	3.54
P17260	62.3
P17261	3.84
P17423	1.12
P17442	15.44
P17505	4.19
P17536	0.5
P17555	25.28
P17558	14.46
P17629	23.27
P17649	1.69
P17695	25.17
P17709	1.8
P17883	4.53
P17890	50.19
P17891	42.91
P17898	0.5
P17967	13.21
P18238	1.95
P18239	5.66
P18408	11.11
P18409	24.94
P18410	32.81
P18411	35.85
P18412	63.58
P18414	0.45
P18480	53.59
P18494	93.01
P18496	12.9
P18544	3.07
P18562	1.38
P18634	20.07
P18759	9.63
P18851	1.18
P18852	30.9
P18888	31.62
P18898	3.98
P18899	99.76
P18900	18.81
P18961	36.18
P18962	8.19
P18963	29.26
P19073	1.04
P19097	17.22
P19145	9.8
P19146	2.2
P19158	28.9
P19211	10.19
P19262	30.02
P19263	22.45
P19358	1.04
P19414	4.24
P19454	4.42
P19516	38.66
P19524	24.2
P19541	44.17
P19657	12.46
P19658	9.79
P19659	70.49
P19735	14.01
P19736	15.84
P19807	15.27
P19812	20.82
P19880	82.92
P19881	3.2
P19882	7.34
P19955	21.95
P19956	1.02
P20048	6.74
P20049	6.85
P20050	29.42
P20051	0.27
P20052	28.32
P20053	8.6
P20081	1.75
P20084	1.16
P20095	20.89
P20107	34.84
P20133	1.53
P20134	84.72
P20424	18.66
P20433	27.6
P20434	2.79
P20435	44.51
P20436	0.68
P20437	28.02
P20438	32.84
P20447	14.53
P20448	30.64
P20449	14.93
P20457	14.58
P20459	6.57
P20484	17.39
P20485	28.35
P20486	32.66
P20604	4.18
P20606	3.15
P20676	96.18
P20795	10.56
P20840	35.69
P20967	7.69
P21147	17.45
P21182	6.56
P21190	9.44
P21192	80.12
P21242	16.66
P21243	5.15
P21264	2.45
P21268	49.87
P21269	6.95
P21304	27.6
P21306	3.22
P21339	66.57
P21372	34.74
P21373	36.41
P21374	6.8
P21375	6.18
P21524	12.16
P21538	55.3
P21560	30.44
P21576	10.93
P21592	31.38
P21595	8.17
P21623	5.03
P21651	33.43
P21657	46.9
P21672	10.01
P21691	4.43
P21705	38.03
P21734	0.46
P21771	16.08
P21801	10.52
P21825	19.34
P21826	3.24
P21827	11.61
P21951	14.89
P21954	3.5
P21957	58.16
P21965	3.73
P22007	9.51
P22023	15.82
P22035	75.46
P22082	52.14
P22108	3.69
P22133	6.36
P22134	20.27
P22135	14.76
P22136	7.41
P22137	3.02
P22138	8.97
P22139	1.42
P22140	1.02
P22141	0.5
P22146	22.18
P22147	28.66
P22148	50.78
P22149	46.66
P22202	4.98
P22203	3.86
P22204	28.49
P22209	17.93
P22211	60.88
P22213	14.71
P22214	1.4
P22215	22.29
P22216	32.64
P22217	0
P22219	29.16
P22224	19.01
P22276	5.83
P22289	13.63
P22336	12.39
P22353	14.28
P22354	28.71
P22434	5.42
P22438	4.34
P22470	75.4
P22515	4.78
P22516	15.91
P22517	26.17
P22543	9.14
P22579	49.67
P22580	0.18
P22696	4.11
P22768	3.33
P22803	0
P22804	33.8
P22855	1.47
P22936	15.53
P22943	83.48
P23059	1.13
P23060	3.58
P23179	9.04
P23180	8.38
P23201	83.56
P23202	34.46
P23248	10.98
P23250	34.15
P23254	0.58
P23255	23.8
P23285	15.6
P23287	20.43
P23291	42.37
P23292	43.22
P23293	49.77
P23301	9.55
P23337	11.15
P23369	15.28
P23394	17.51
P23493	76.1
P23500	4.6
P23501	12.12
P23503	7.94
P23542	0.71
P23561	36.68
P23585	9.05
P23594	18.42
P23595	19.62
P23615	24.12
P23624	21.3
P23638	8.13
P23639	1.2
P23641	4.82
P23642	21.12
P23643	16.12
P23644	14.21
P23724	7.46
P23748	65.7
P23776	7.58
P23796	10.91
P23797	13.48
P23833	30.5
P23900	49.62
P23968	14.08
P24000	25.16
P24004	24.73
P24031	6.85
P24276	43.28
P24279	27.9
P24280	6.57
P24309	10.61
P24384	27.86
P24482	20.31
P24521	2.43
P24583	35.27
P24719	13.07
P24720	9.04
P24783	18.31
P24784	26.74
P24813	66.74
P24814	20.41
P24867	42.65
P24868	39.91
P24869	44.39
P24870	32.78
P24871	37.39
P25036	17.36
P25037	55.87
P25038	14.79
P25039	18.79
P25040	28.67
P25042	74.72
P25043	2.29
P25044	2.68
P25045	7.7
P25046	23.63
P25087	7.83
P25270	33.49
P25293	31.17
P25294	25.28
P25296	6.28
P25297	15.84
P25298	12.25
P25299	32.77
P25300	19.93
P25301	22.6
P25302	63.49
P25303	15.38
P25332	0.3
P25333	50.58
P25334	16.98
P25335	1.74
P25336	19.74
P25337	1.27
P25338	2.87
P25339	62.38
P25340	5.91
P25341	52.91
P25342	10.24
P25343	0.37
P25344	50.28
P25345	2.43
P25346	13.7
P25347	0.96
P25348	42.07
P25349	16.19
P25350	0
P25351	23.73
P25352	2.2
P25353	30.18
P25354	20.92
P25355	11.54
P25356	26.9
P25357	80.75
P25358	16.13
P25359	18.02
P25360	25.35
P25361	11.02
P25362	0.46
P25364	73.75
P25365	64.03
P25366	13.81
P25367	90.12
P25368	29.62
P25369	31.63
P25370	23.14
P25371	15.15
P25372	15.74
P25373	3.63
P25374	18.3
P25375	5.33
P25376	15.48
P25377	0.55
P25378	11.48
P25379	3.05
P25380	19.43
P25381	12.21
P25382	5.04
P25383	51.36
P25384	36.38
P25385	15.98
P25386	56.98
P25389	56.31
P25390	26.44
P25441	75.35
P25443	13.38
P25451	1.46
P25453	4.49
P25454	20.5
P25491	17.84
P25502	38.81
P25515	5.62
P25554	18.53
P25555	32.55
P25558	64.24
P25559	5.78
P25560	13.82
P25561	0.85
P25562	1.16
P25563	6.08
P25565	5.7
P25566	20.83
P25567	71.19
P25568	12.87
P25569	6.44
P25571	5.48
P25572	1.68
P25573	17.26
P25574	5.92
P25575	1.86
P25576	0.38
P25577	10.89
P25578	9.98
P25579	84.04
P25580	4.56
P25582	43.4
P25583	13.43
P25584	7.63
P25585	0.65
P25586	28.48
P25587	20.31
P25588	94.06
P25591	32.86
P25593	1.53
P25594	5.45
P25596	13.98
P25600	0
P25601	13.01
P25602	16.19
P25603	18.46
P25604	21.55
P25605	24.59
P25606	3.16
P25607	12.08
P25608	0
P25610	28.22
P25611	19.35
P25612	6.33
P25613	15.19
P25614	14.88
P25615	17.52
P25616	2.83
P25617	63.1
P25618	9.75
P25619	14.45
P25620	3.5
P25621	11.91
P25623	46.55
P25625	3.92
P25626	18.34
P25627	14.18
P25628	29.18
P25629	14.86
P25630	0.98
P25631	7.65
P25632	20.08
P25635	10.18
P25637	8.13
P25638	2.7
P25639	29
P25640	0
P25641	18.26
P25642	36.3
P25644	52.76
P25646	9.04
P25648	20.46
P25649	3.9
P25650	0.85
P25651	3.68
P25652	5.84
P25653	100
P25654	0
P25655	21.86
P25656	11.5
P25657	0
P25659	23.2
P25693	45.77
P25694	33.53
P25719	10.43
P25808	20.29
P25846	13.13
P25847	8.71
P26188	4.25
P26263	2.66
P26309	42.13
P26321	27.27
P26343	68.4
P26364	5.33
P26370	14.96
P26448	0.65
P26449	1.17
P26570	56.35
P26637	7.24
P26725	20.09
P26754	18.31
P26755	4.91
P26783	8.44
P26784	1
P26785	0.5
P26786	4.21
P26793	9.68
P26798	41.11
P27344	51.24
P27351	13.14
P27466	26.45
P27472	7.8
P27476	59.9
P27514	21.02
P27515	12.17
P27614	9.89
P27616	0.32
P27636	23.71
P27637	77.29
P27654	58.09
P27680	19.55
P27692	48.44
P27697	14.77
P27705	85.91
P27796	4.79
P27801	3.15
P27809	22.85
P27810	15.01
P27825	25.09
P27882	25.39
P27895	22.9
P27929	37.03
P27999	5.73
P28000	29.57
P28003	45.27
P28004	43.79
P28005	17.91
P28006	75.28
P28007	52.68
P28239	9.67
P28240	6.46
P28241	7.85
P28263	31.19
P28272	0.31
P28273	3.57
P28274	4.66
P28319	38.91
P28320	22.3
P28321	3.83
P28495	2.61
P28496	22.96
P28519	34.5
P28584	41.95
P28625	1.09
P28626	2.06
P28627	13.68
P28707	43.51
P28708	34.16
P28737	16.02
P28742	26.1
P28743	37.39
P28777	4.78
P28778	2.29
P28789	1.52
P28791	36.29
P28795	24.26
P28817	7
P28834	5.83
P29029	37.72
P29055	5.5
P29056	39.93
P29295	39.87
P29311	11.61
P29340	10.38
P29366	35.02
P29453	9.37
P29461	32.93
P29465	29.18
P29467	3.18
P29468	13.55
P29469	26.49
P29478	43.22
P29496	12.51
P29509	0.62
P29539	55.21
P29547	7.46
P29589	10.98
P29703	0.31
P29704	11.93
P29952	2.33
P30283	32.41
P30402	2.2
P30605	20.03
P30606	23.8
P30619	20.02
P30620	38.42
P30624	1.28
P30656	12.19
P30657	5.26
P30665	22.82
P30771	18.64
P30775	1.93
P30777	5.19
P30822	4.88
P30902	2.87
P30952	2.34
P31109	26.49
P31111	38.05
P31115	16.51
P31116	0.27
P31244	29.11
P31334	19.33
P31373	1.52
P31374	56.63
P31376	68.48
P31377	30.58
P31378	36.34
P31379	12.92
P31380	44.38
P31381	22.05
P31382	8.3
P31383	5.19
P31384	40.86
P31385	53.58
P31386	0
P31412	6.12
P31539	5.39
P31688	13.28
P31755	23.12
P31787	0
P32047	80.08
P32048	8.15
P32074	11.12
P32178	2.73
P32179	0.84
P32190	14.52
P32191	14.02
P32259	12.01
P32263	6.29
P32264	7.71
P32266	17.93
P32288	4.05
P32316	0.95
P32317	22
P32318	8.89
P32319	10.95
P32323	100
P32324	1.78
P32325	64.77
P32327	4.57
P32328	25.88
P32329	20.21
P32330	53.75
P32331	6.84
P32332	6.17
P32333	24.26
P32334	89.12
P32335	16.28
P32336	49
P32337	6.42
P32338	59
P32339	14.51
P32340	9.55
P32341	3.25
P32342	32.93
P32343	39.37
P32344	24.32
P32345	4.22
P32347	1.1
P32349	20.18
P32350	44.77
P32351	46.82
P32352	7.65
P32353	16.43
P32354	64.27
P32356	13.18
P32357	13.23
P32361	31.21
P32363	2.43
P32364	25.6
P32366	0.57
P32367	28.96
P32368	2.4
P32375	0.43
P32377	3.78
P32378	16.66
P32379	6.92
P32380	27.64
P32381	0.76
P32383	19.79
P32385	27.3
P32386	19.8
P32387	20.91
P32388	10.21
P32389	77.67
P32419	0
P32432	86.82
P32435	19.16
P32445	22.22
P32447	43.01
P32448	32.19
P32449	5.4
P32450	20.21
P32451	14.13
P32452	0.89
P32453	23.27
P32454	9.87
P32457	34.61
P32458	20
P32459	0
P32460	1.22
P32461	19.28
P32462	1.59
P32463	23.2
P32464	15.53
P32465	12.98
P32466	12.52
