"uniprot_id"	"HI_bin"
"9837"	"O14874"	"nHI"
"9851"	"Q9H0W5"	"nHI"
"9855"	"Q9H211"	"nHI"
"9857"	"P07766"	"nHI"
"9863"	"P32929"	"nHI"
"9865"	"Q9Y259"	"nHI"
"9989"	"Q96SD1"	"nHI"
"10013"	"Q9HCG7"	"nHI"
"10036"	"Q6PJG6"	"nHI"
"10055"	"P35520"	"nHI"
"10066"	"P06276"	"nHI"
"10071"	"Q9HC77"	"nHI"
"10088"	"Q9Y375"	"nHI"
"10135"	"Q5T890"	"nHI"
"10170"	"Q9UPM9"	"nHI"
"10193"	"P16671"	"nHI"
"10221"	"Q9HB55"	"nHI"
"10255"	"Q96RT7"	"nHI"
"10278"	"Q96Q42"	"nHI"
"10285"	"O00468"	"nHI"
"10300"	"Q13510"	"nHI"
"10345"	"P50416"	"nHI"
"10403"	"Q8N2K0"	"nHI"
"10405"	"P45954"	"nHI"
"10429"	"O14983"	"nHI"
"10448"	"Q8WVQ1"	"nHI"
"10497"	"Q9NWM8"	"nHI"
"10514"	"O95954"	"nHI"
"10537"	"Q9NZK5"	"nHI"
"10556"	"Q9UBR1"	"nHI"
"10569"	"P15291"	"nHI"
"10594"	"Q9UI46"	"nHI"
"10625"	"Q8NEV8"	"nHI"
"10635"	"Q5T1H1"	"nHI"
"10639"	"Q12929"	"nHI"
"10646"	"Q96M96"	"nHI"
"10657"	"Q53H12"	"nHI"
"10660"	"Q9BV10"	"nHI"
"10669"	"P82251"	"nHI"
"10699"	"Q9UBD9"	"nHI"
"10705"	"Q96MW5"	"nHI"
"10714"	"Q12887"	"nHI"
"10724"	"O95822"	"nHI"
"10750"	"Q8IXL6"	"nHI"
"10766"	"Q9BT22"	"nHI"
"10798"	"Q96JP9"	"nHI"
"10823"	"Q9UL01"	"nHI"
"10852"	"P54803"	"nHI"
"10884"	"Q8IW40"	"nHI"
"10887"	"Q4G0X9"	"nHI"
"10901"	"Q9H251"	"nHI"
"10937"	"P49917"	"nHI"
"10962"	"Q9H2C0"	"nHI"
"10972"	"O95342"	"nHI"
"11036"	"Q02318"	"nHI"
"11041"	"Q8WTW3"	"nHI"
"11056"	"Q9GZS0"	"nHI"
"11062"	"P37058"	"nHI"
"11065"	"Q86YH6"	"nHI"
"11085"	"P04075"	"nHI"
"11105"	"Q9Y6B7"	"nHI"
"11113"	"Q8IZT6"	"nHI"
"11136"	"Q76LX8"	"nHI"
"11140"	"Q8TE56"	"nHI"
"11169"	"Q86WA6"	"nHI"
"11192"	"Q9H553"	"nHI"
"11237"	"Q8IU89"	"nHI"
"11255"	"Q7KZN9"	"nHI"
"11261"	"Q8WUS8"	"nHI"
"11339"	"Q8N3I7"	"nHI"
"11367"	"Q14574"	"nHI"
"11403"	"Q9Y276"	"nHI"
"11423"	"P13569"	"nHI"
"11437"	"Q9UBY8"	"nHI"
"11441"	"P51801"	"nHI"
"11453"	"Q96P56"	"nHI"
"11464"	"Q7Z5P4"	"nHI"
"11474"	"P09172"	"nHI"
"11493"	"P51648"	"nHI"
"11546"	"P00746"	"nHI"
"11562"	"P31146"	"nHI"
"11563"	"Q9Y215"	"nHI"
"11574"	"Q7Z4W1"	"nHI"
"11578"	"Q9NX36"	"nHI"
"11618"	"P47895"	"nHI"
"11633"	"O00499"	"nHI"
"11641"	"P50747"	"nHI"
"11673"	"Q9UJS0"	"nHI"
"11712"	"O60762"	"nHI"
"11723"	"P01009"	"nHI"
"11762"	"Q8N8U9"	"nHI"
"11785"	"P01732"	"nHI"
"11794"	"Q86X52"	"nHI"
"11806"	"P15509"	"nHI"
"11812"	"O60494"	"nHI"
"11876"	"Q9UBV7"	"nHI"
"11955"	"Q9H2F3"	"nHI"
"11962"	"Q8TCU4"	"nHI"
"11969"	"Q13443"	"nHI"
"12031"	"Q9NSK7"	"nHI"
"12034"	"Q9P021"	"nHI"
"12044"	"Q1MSJ5"	"nHI"
"12102"	"P54132"	"nHI"
"12104"	"Q8WZ55"	"nHI"
"12145"	"Q9H6B4"	"nHI"
"12150"	"Q9BWP8"	"nHI"
"12181"	"P51659"	"nHI"
"12233"	"Q96CU9"	"nHI"
"12246"	"Q5T7V8"	"nHI"
"12277"	"O43896"	"nHI"
"12280"	"P48048"	"nHI"
"12298"	"O60931"	"nHI"
"12305"	"Q8NEL9"	"nHI"
"12316"	"P09417"	"nHI"
"12328"	"Q96N67"	"nHI"
"12335"	"P22413"	"nHI"
"12363"	"P01225"	"nHI"
"12366"	"Q16595"	"nHI"
"12376"	"P36969"	"nHI"
"12380"	"P54840"	"nHI"
"12466"	"P16930"	"nHI"
"12468"	"Q9BUM1"	"nHI"
"12511"	"P08709"	"nHI"
"12532"	"Q30201"	"nHI"
"12664"	"Q2M1P5"	"nHI"
"12720"	"P83436"	"nHI"
"12722"	"P31327"	"nHI"
"12735"	"P23434"	"nHI"
"12771"	"P12259"	"nHI"
"12791"	"Q13216"	"nHI"
"12812"	"O00358"	"nHI"
"12845"	"P15586"	"nHI"
"12858"	"A2PYH4"	"nHI"
"12869"	"Q96F46"	"nHI"
"12917"	"Q96I36"	"nHI"
"12949"	"Q92947"	"nHI"
"13018"	"Q56NI9"	"nHI"
"13056"	"P35475"	"nHI"
"13078"	"Q08881"	"nHI"
"13122"	"P07992"	"nHI"
"13148"	"Q9H3H5"	"nHI"
"13150"	"Q9Y3R0"	"nHI"
"13164"	"P38919"	"nHI"
"13206"	"Q9UBR4"	"nHI"
"13233"	"Q86X45"	"nHI"
"13234"	"Q8NEP3"	"nHI"
"13239"	"Q8NCM8"	"nHI"
"13244"	"P49411"	"nHI"
"13302"	"Q86VQ0"	"nHI"
"13310"	"P49257"	"nHI"
"13317"	"Q96H96"	"nHI"
"13321"	"Q2NKJ3"	"nHI"
"13339"	"Q7RTS9"	"nHI"
"13345"	"Q9P2X0"	"nHI"
"13369"	"P18074"	"nHI"
"13371"	"O95278"	"nHI"
"13372"	"P38117"	"nHI"
"13448"	"P26842"	"nHI"
"13455"	"Q9GZX3"	"nHI"
"13463"	"Q9Y281"	"nHI"
"13476"	"Q8N465"	"nHI"
"13513"	"A8MXD5"	"nHI"
"13521"	"P07686"	"nHI"
"13524"	"P14854"	"nHI"
"13541"	"Q9UBM7"	"nHI"
"13548"	"Q96DT5"	"nHI"
"13572"	"Q9H790"	"nHI"
"13579"	"Q9Y3I1"	"nHI"
"13608"	"P48167"	"nHI"
"13631"	"Q86WG3"	"nHI"
"13650"	"P20807"	"nHI"
"13683"	"Q6NT55"	"nHI"
"13728"	"Q9Y672"	"nHI"
"13753"	"P09693"	"nHI"
"13803"	"Q16134"	"nHI"
"13813"	"O15360"	"nHI"
"13819"	"O95479"	"nHI"
"13835"	"P81274"	"nHI"
"13845"	"Q8N157"	"nHI"
"13874"	"O75061"	"nHI"
"13887"	"Q8NA61"	"nHI"
"13903"	"Q9UPV0"	"nHI"
"13974"	"P15169"	"nHI"
"13987"	"Q8IWY9"	"nHI"
"13997"	"Q9H9E3"	"nHI"
"14038"	"Q9UPI3"	"nHI"
"14043"	"P11487"	"nHI"
"14099"	"P20933"	"nHI"
"14101"	"Q01955"	"nHI"
"14109"	"Q9Y6D5"	"nHI"
"14128"	"Q16740"	"nHI"
"14167"	"Q18PE1"	"nHI"
"14174"	"Q8IY85"	"nHI"
"14195"	"P45381"	"nHI"
"14203"	"Q9H0F7"	"nHI"
"14230"	"Q6UXH8"	"nHI"
"14248"	"P00450"	"nHI"
"14258"	"Q5JTW2"	"nHI"
"14296"	"Q8WUU5"	"nHI"
"14315"	"P49748"	"nHI"
"14317"	"Q12904"	"nHI"
"14343"	"Q15744"	"nHI"
"14349"	"O95389"	"nHI"
"14352"	"Q96SN8"	"nHI"
"14357"	"Q6P4Q7"	"nHI"
"14364"	"Q5RI15"	"nHI"
"14392"	"P16422"	"nHI"
"14393"	"Q99518"	"nHI"
"14415"	"Q9Y625"	"nHI"
"14421"	"Q6ZWL3"	"nHI"
"14429"	"Q92466"	"nHI"
"14439"	"P52429"	"nHI"
"14469"	"Q00597"	"nHI"
"14471"	"Q9HB96"	"nHI"
"14473"	"Q14353"	"nHI"
"14482"	"P04062"	"nHI"
"14508"	"Q8NI22"	"nHI"
"14581"	"P08686"	"nHI"
"14637"	"P21695"	"nHI"
"14688"	"Q15726"	"nHI"
"14708"	"Q99698"	"nHI"
"14725"	"P16452"	"nHI"
"14765"	"Q9NWZ3"	"nHI"
"14785"	"P98164"	"nHI"
"14797"	"Q9BXW9"	"nHI"
"14802"	"P28715"	"nHI"
"14815"	"Q9BQS8"	"nHI"
"14823"	"Q14435"	"nHI"
"14836"	"Q9HCN6"	"nHI"
"14887"	"Q8IV16"	"nHI"
"14901"	"Q9BW83"	"nHI"
"14937"	"O00754"	"nHI"
"14942"	"Q96PE7"	"nHI"
"14952"	"P10253"	"nHI"
"14993"	"Q16854"	"nHI"
"15057"	"Q86WG5"	"nHI"
"15081"	"Q8TE73"	"nHI"
"15094"	"O15303"	"nHI"
"15104"	"Q14739"	"nHI"
"15123"	"Q96EY8"	"nHI"
"15155"	"Q86SJ6"	"nHI"
"15162"	"P13929"	"nHI"
"15171"	"P01589"	"nHI"
"15205"	"Q96RQ3"	"nHI"
"15267"	"O43826"	"nHI"
"15310"	"P20585"	"nHI"
"15319"	"O95528"	"nHI"
"15326"	"O95843"	"nHI"
"15405"	"Q8IXL7"	"nHI"
"15407"	"P69905"	"nHI"
"15416"	"P15814"	"nHI"
"15425"	"Q9BX67"	"nHI"
"15459"	"Q8N9F0"	"nHI"
"15512"	"Q9UKR0"	"nHI"
"15571"	"O15287"	"nHI"
"15578"	"P34059"	"nHI"
"15590"	"Q8TF64"	"nHI"
"15592"	"Q04446"	"nHI"
"15609"	"Q8TDN2"	"nHI"
"15634"	"Q8IVV2"	"nHI"
"15673"	"Q9NVI1"	"nHI"
"15753"	"Q6PHW0"	"nHI"
"15783"	"Q9H3L0"	"nHI"
"15804"	"Q9NX24"	"nHI"
"15828"	"Q96A29"	"nHI"
"15841"	"Q17RS7"	"nHI"
"15863"	"P19878"	"nHI"
"15873"	"O00187"	"nHI"
"15878"	"Q9BY79"	"nHI"
"15901"	"Q969F9"	"nHI"
"16011"	"Q96J02"	"nHI"
"16058"	"Q9UIF7"	"nHI"
"16063"	"P10746"	"nHI"
"16157"	"P14598"	"nHI"
"16178"	"Q9NXR1"	"nHI"
"16188"	"P49821"	"nHI"
"16202"	"O60733"	"nHI"
"16205"	"Q9BXM7"	"nHI"
"16237"	"P78549"	"nHI"
"16251"	"Q3B820"	"nHI"
"16252"	"Q96DP5"	"nHI"
"16284"	"P32927"	"nHI"
"16291"	"Q9NQ38"	"nHI"
"16313"	"Q7RTW8"	"nHI"
"16416"	"Q16625"	"nHI"
"16452"	"O60500"	"nHI"
"16499"	"O60391"	"nHI"
"16569"	"Q93100"	"nHI"
"16583"	"P09848"	"nHI"
"16594"	"Q8NEV4"	"nHI"
"16622"	"P07902"	"nHI"
"16650"	"P03971"	"nHI"
"16664"	"Q96IV0"	"nHI"
"16713"	"P43657"	"nHI"
"16734"	"O75970"	"nHI"
"16764"	"O75251"	"nHI"
"16792"	"P09467"	"nHI"
"16794"	"Q7L5A8"	"nHI"
"16805"	"P80404"	"nHI"
"16897"	"Q5HYA8"	"nHI"
"16924"	"O43676"	"nHI"
"16990"	"P50851"	"nHI"
"17021"	"O95237"	"nHI"
"17048"	"Q15080"	"nHI"
"17092"	"P15104"	"nHI"
"17129"	"P10916"	"nHI"
"17164"	"Q9Y4I1"	"nHI"
"17176"	"O15259"	"nHI"
"17196"	"O95299"	"nHI"
"17205"	"O94827"	"nHI"
"17240"	"Q9NR50"	"nHI"
"17247"	"Q68CP4"	"nHI"
"17313"	"Q06495"	"nHI"
"17368"	"P42898"	"nHI"
"17432"	"Q15049"	"nHI"
"17457"	"P19404"	"nHI"
"17458"	"O75380"	"nHI"
"17464"	"Q14232"	"nHI"
"17528"	"O60721"	"nHI"
"17559"	"Q13002"	"nHI"
"17600"	"O75648"	"nHI"
"17609"	"Q9UKN7"	"nHI"
"17631"	"Q9NQT5"	"nHI"
"17633"	"P00488"	"nHI"
"17718"	"Q8WWQ2"	"nHI"
"17773"	"P08493"	"nHI"
"17792"	"Q13061"	"nHI"
"17832"	"O43914"	"nHI"
"17847"	"Q8IU80"	"nHI"
"17906"	"Q9Y6N9"	"nHI"
"17931"	"Q8NB59"	"nHI"
"17938"	"Q9H2D6"	"nHI"
"17954"	"P53007"	"nHI"
"17963"	"Q96BZ9"	"nHI"
"17964"	"P22735"	"nHI"
"17973"	"Q9ULT0"	"nHI"
"17986"	"Q6ZYL4"	"nHI"
"18098"	"P48643"	"nHI"
"18113"	"Q9BZJ3"	"nHI"
"18179"	"Q8N6G2"	"nHI"
"18180"	"O15040"	"nHI"
"18185"	"Q96Q05"	"nHI"
"18206"	"Q13316"	"nHI"
"18243"	"Q6PRD1"	"nHI"
"18255"	"Q96RY7"	"nHI"
"18262"	"Q9HBE5"	"nHI"
"18343"	"Q5T160"	"nHI"
"18365"	"Q86WB7"	"nHI"
"18368"	"P19971"	"nHI"
"18388"	"O94972"	"nHI"
"18415"	"Q9NUW8"	"nHI"
"18459"	"Q7Z7G8"	"nHI"
"18467"	"Q5VIR6"	"nHI"
"18553"	"Q9H3S4"	"nHI"
"18594"	"P20062"	"nHI"
"18612"	"Q8TBZ6"	"nHI"
"18615"	"Q7Z4N2"	"nHI"
"18616"	"Q6EMB2"	"nHI"
"18765"	"Q68DK2"	"nHI"
"18818"	"O75445"	"nHI"
"19027"	"Q9UDY2"	"nHI"
"19046"	"O00628"	"nHI"
"19074"	"Q02809"	"nHI"
"19075"	"O60568"	"nHI"
"19095"	"P78509"	"nHI"
"19129"	"O76014"	"nHI"
"19207"	"P04181"	"nHI"
"19225"	"Q99497"	"nHI"
"19266"	"Q16787"	"nHI"
"19311"	"P16435"	"nHI"
"19330"	"Q8N183"	"nHI"
"19337"	"P39656"	"nHI"
"19388"	"Q9Y5N6"	"nHI"
"19418"	"P11498"	"nHI"
"19431"	"Q9ULV0"	"nHI"
"19435"	"O00217"	"nHI"
"19445"	"Q96PY6"	"nHI"
"19454"	"O00330"	"nHI"
"19541"	"P21953"	"nHI"
"19593"	"Q92539"	"nHI"
"19596"	"Q5U5X0"	"nHI"
"19612"	"P05165"	"nHI"
"19657"	"Q96Q45"	"nHI"
"19725"	"Q4KMQ1"	"nHI"
"19787"	"Q9UM00"	"nHI"
"19805"	"Q7Z403"	"nHI"
"19825"	"Q9Y487"	"nHI"
"19840"	"Q6XR72"	"nHI"
"19971"	"P13805"	"nHI"
"20009"	"Q8NEZ2"	"nHI"
"20123"	"Q6DKK2"	"nHI"
"20125"	"P17643"	"nHI"
"20167"	"P98155"	"nHI"
"20169"	"O43379"	"nHI"
"20216"	"Q9Y587"	"nHI"
"20221"	"P02655"	"nHI"
"20244"	"P04234"	"nHI"
"20268"	"Q14028"	"nHI"
"20283"	"Q96RP9"	"nHI"
"20345"	"O15228"	"nHI"
"20361"	"Q96IJ6"	"nHI"
"1"	"Q00266"	"missing"
"2"	"Q8NB16"	"missing"
"3"	"O94851"	"missing"
"4"	"Q8TDZ2"	"missing"
"5"	"Q9NPJ6"	"missing"
"6"	"Q8N635"	"missing"
"7"	"O15553"	"missing"
"8"	"Q8NCK7"	"missing"
"9"	"Q9HD23"	"missing"
"10"	"Q9NYP9"	"missing"
"11"	"Q96H12"	"missing"
"12"	"Q86VF5"	"missing"
"13"	"Q13724"	"missing"
"14"	"P45452"	"missing"
"15"	"Q9BXB5"	"missing"
"16"	"A0A024RBG1"	"missing"
"17"	"Q8NH64"	"missing"
"18"	"Q96DL1"	"missing"
"19"	"Q9ULW8"	"missing"
"20"	"P18669"	"missing"
"21"	"Q9NUG6"	"missing"
"22"	"Q86VZ1"	"missing"
"23"	"O60437"	"missing"
"24"	"Q9NY27"	"missing"
"25"	"Q8NDH3"	"missing"
"26"	"Q5H9R7"	"missing"
"27"	"Q5JTB6"	"missing"
"28"	"Q8NE79"	"missing"
"29"	"Q6DJT9"	"missing"
"30"	"Q8WVI7"	"missing"
"31"	"D3DTV9"	"missing"
"32"	"Q8WUA2"	"missing"
"33"	"Q8NCQ7"	"missing"
"34"	"O15067"	"missing"
"36"	"O43242"	"missing"
"37"	"Q16557"	"missing"
"38"	"Q9BTD8"	"missing"
"39"	"P20340"	"missing"
"40"	"Q6VN20"	"missing"
"41"	"Q9NP90"	"missing"
"42"	"Q14964"	"missing"
"45"	"O95716"	"missing"
"46"	"P04049"	"missing"
"47"	"Q92928"	"missing"
"48"	"Q9ULI2"	"missing"
"49"	"Q9Y6G3"	"missing"
"50"	"P62277"	"missing"
"51"	"Q8IZC4"	"missing"
"52"	"P19793"	"missing"
"53"	"P21453"	"missing"
"54"	"O95977"	"missing"
"55"	"Q14D33"	"missing"
"56"	"Q92503"	"missing"
"57"	"Q9NV23"	"missing"
"58"	"P18405"	"missing"
"59"	"Q9Y6R1"	"missing"
"60"	"Q96FV2"	"missing"
"61"	"A0A286YF77"	"missing"
"62"	"P02743"	"missing"
"63"	"Q1RMZ1"	"missing"
"65"	"Q9Y6X1"	"missing"
"66"	"A3KN83"	"missing"
"67"	"O15041"	"missing"
"68"	"Q15428"	"missing"
"69"	"Q92599"	"missing"
"70"	"Q8IYM1"	"missing"
"71"	"Q9NPE6"	"missing"
"72"	"Q9Y6H5"	"missing"
"73"	"Q9H3E2"	"missing"
"74"	"Q5SQN1"	"missing"
"75"	"Q9Y5X3"	"missing"
"76"	"Q16533"	"missing"
"77"	"G3V0H7"	"missing"
"78"	"O15524"	"missing"
"79"	"Q4ZJI4"	"missing"
"81"	"Q9BUA3"	"missing"
"82"	"P28370"	"missing"
"83"	"O00141"	"missing"
"84"	"O95475"	"missing"
"85"	"Q6S5L8"	"missing"
"86"	"Q9Y6E7"	"missing"
"87"	"P0DMR2"	"missing"
"88"	"Q9UPU9"	"missing"
"89"	"Q96IW2"	"missing"
"90"	"B4DS77"	"missing"
"91"	"P30872"	"missing"
"92"	"P32745"	"missing"
"93"	"Q9C0K7"	"missing"
"94"	"Q15562"	"missing"
"95"	"P05543"	"missing"
"96"	"Q9BXT4"	"missing"
"97"	"Q5T9Z0"	"missing"
"98"	"Q8IY51"	"missing"
"99"	"Q9UQP3"	"missing"
"100"	"Q86W33"	"missing"
"101"	"O95259"	"missing"
"102"	"A0A075B6H7"	"missing"
"103"	"O43300"	"missing"
"104"	"Q9UI95"	"missing"
"105"	"Q9UPY8"	"missing"
"106"	"Q7Z6M3"	"missing"
"107"	"O14880"	"missing"
"108"	"Q9BQP7"	"missing"
"110"	"Q9UH92"	"missing"
"111"	"Q8NCR3"	"missing"
"112"	"Q8NGF4"	"missing"
"113"	"Q8NGZ9"	"missing"
"116"	"Q96RD7"	"missing"
"117"	"Q9UN66"	"missing"
"118"	"Q9Y5E7"	"missing"
"119"	"A0A0B4J2A2"	"missing"
"120"	"Q9Y5E5"	"missing"
"121"	"Q15072"	"missing"
"122"	"O15460"	"missing"
"123"	"O15018"	"missing"
"124"	"O15547"	"missing"
"125"	"O43692"	"missing"
"126"	"Q8NBT0"	"missing"
"127"	"O00444"	"missing"
"128"	"Q7RTY7"	"missing"
"129"	"Q8TC44"	"missing"
"130"	"O00329"	"missing"
"132"	"Q9NZF1"	"missing"
"133"	"Q99575"	"missing"
"134"	"Q6UQ28"	"missing"
"135"	"Q14765"	"missing"
"136"	"Q15527"	"missing"
"137"	"P62753"	"missing"
"138"	"Q5VU36"	"missing"
"139"	"A6ZKI3"	"missing"
"141"	"Q8IWL1"	"missing"
"142"	"A8K8P3"	"missing"
"143"	"Q15459"	"missing"
"144"	"A0A1B0GUW6"	"missing"
"145"	"O94991"	"missing"
"146"	"Q0P670"	"missing"
"147"	"Q8N9S9"	"missing"
"148"	"O94993"	"missing"
"149"	"Q9P0Z9"	"missing"
"150"	"Q6IQ16"	"missing"
"152"	"O15370"	"missing"
"153"	"Q9BWM7"	"missing"
"155"	"Q13296"	"missing"
"156"	"Q15797"	"missing"
"157"	"Q6PI26"	"missing"
"160"	"Q13309"	"missing"
"161"	"B8ZZ34"	"missing"
"162"	"P12755"	"missing"
"163"	"Q8N7X2"	"missing"
"164"	"Q8TDW4"	"missing"
"165"	"P63272"	"missing"
"166"	"P61011"	"missing"
"167"	"Q8WVM7"	"missing"
"168"	"Q9NRC1"	"missing"
"170"	"Q5VSL9"	"missing"
"171"	"P23327"	"missing"
"172"	"Q8TE77"	"missing"
"173"	"Q9UHV2"	"missing"
"174"	"P49588"	"missing"
"175"	"Q2MJR0"	"missing"
"176"	"Q9HCS7"	"missing"
"177"	"P21980"	"missing"
"178"	"Q86YL5"	"missing"
"179"	"Q01664"	"missing"
"180"	"Q6IPX3"	"missing"
"181"	"Q9GZM7"	"missing"
"182"	"P23193"	"missing"
"183"	"Q96A09"	"missing"
"184"	"P40227"	"missing"
"185"	"Q8TBB0"	"missing"
"187"	"Q9UL17"	"missing"
"188"	"Q9UKZ4"	"missing"
"189"	"Q9Y5M6"	"missing"
"190"	"Q8WWU5"	"missing"
"191"	"P08582"	"missing"
"192"	"Q96NL1"	"missing"
"193"	"Q5JTD0"	"missing"
"194"	"Q9BZD7"	"missing"
"195"	"P0DTU4"	"missing"
"196"	"O94811"	"missing"
"197"	"P0CI26"	"missing"
"198"	"Q8N2E6"	"missing"
"199"	"Q9BZY9"	"missing"
"200"	"Q12933"	"missing"
"201"	"Q6ZTA4"	"missing"
"202"	"Q6AZZ1"	"missing"
"204"	"P31314"	"missing"
"205"	"Q9Y275"	"missing"
"206"	"Q5BJD5"	"missing"
"207"	"Q8NCS4"	"missing"
"208"	"Q8N661"	"missing"
"209"	"O43763"	"missing"
"210"	"Q9NPI0"	"missing"
"211"	"Q8N616"	"missing"
"212"	"Q6PF06"	"missing"
"213"	"Q8WUB8"	"missing"
"214"	"Q86T03"	"missing"
"215"	"Q86SH4"	"missing"
"216"	"P13727"	"missing"
"217"	"Q86WR7"	"missing"
"218"	"P23942"	"missing"
"219"	"Q9UBK2"	"missing"
"220"	"P48634"	"missing"
"221"	"Q96QH2"	"missing"
"222"	"Q5JSZ5"	"missing"
"223"	"Q96MI6"	"missing"
"224"	"P48651"	"missing"
"225"	"P49810"	"missing"
"226"	"P28827"	"missing"
"227"	"P15151"	"missing"
"228"	"Q92878"	"missing"
"229"	"P35243"	"missing"
"230"	"Q9BWF3"	"missing"
"231"	"P61026"	"missing"
"232"	"Q4ADV7"	"missing"
"233"	"P40938"	"missing"
"234"	"Q8IUC4"	"missing"
"235"	"Q9BRR9"	"missing"
"236"	"Q9Y644"	"missing"
"237"	"P00797"	"missing"
"238"	"P48380"	"missing"
"239"	"Q5VT52"	"missing"
"240"	"Q6ZR62"	"missing"
"241"	"L0R6Q1"	"missing"
"242"	"P0CK97"	"missing"
"243"	"P06703"	"missing"
"244"	"Q9UHW9"	"missing"
"245"	"P09661"	"missing"
"247"	"Q8N4F4"	"missing"
"248"	"Q9Y3D9"	"missing"
"249"	"Q9BZJ4"	"missing"
"250"	"Q13433"	"missing"
"251"	"Q9BYL1"	"missing"
"252"	"P82675"	"missing"
"253"	"Q96LT4"	"missing"
"254"	"Q9BY50"	"missing"
"255"	"Q9NQW1"	"missing"
"256"	"Q9UN30"	"missing"
"258"	"P50454"	"missing"
"259"	"Q93073"	"missing"
"260"	"Q9NZV5"	"missing"
"261"	"O15127"	"missing"
"262"	"P0DME0"	"missing"
"263"	"Q01105"	"missing"
"264"	"O75880"	"missing"
"265"	"A0A494C0Z2"	"missing"
"267"	"Q969T3"	"missing"
"268"	"O43290"	"missing"
"269"	"Q53GS9"	"missing"
"270"	"Q9UNH6"	"missing"
"271"	"Q92925"	"missing"
"272"	"Q5SXM2"	"missing"
"273"	"P0C7P3"	"missing"
"274"	"Q9UJ37"	"missing"
"275"	"Q86VZ5"	"missing"
"276"	"Q13342"	"missing"
"277"	"P48764"	"missing"
"278"	"Q9Y2E8"	"missing"
"279"	"O95470"	"missing"
"280"	"Q08648"	"missing"
"281"	"O15266"	"missing"
"282"	"Q96HU1"	"missing"
"283"	"Q9NUL5"	"missing"
"284"	"Q8N5H7"	"missing"
"285"	"Q96Q15"	"missing"
"286"	"K7EJ46"	"missing"
"287"	"Q8N412"	"missing"
"288"	"Q96SB8"	"missing"
"289"	"Q9BRV3"	"missing"
"290"	"P49888"	"missing"
"291"	"O00338"	"missing"
"292"	"Q9ULZ2"	"missing"
"293"	"Q96FJ0"	"missing"
"294"	"Q92537"	"missing"
"296"	"Q96DR4"	"missing"
"297"	"O95793"	"missing"
"298"	"O15400"	"missing"
"299"	"P16949"	"missing"
"300"	"Q8IUH8"	"missing"
"301"	"Q96BD6"	"missing"
"302"	"A7MD48"	"missing"
"303"	"O94901"	"missing"
"304"	"Q9GZT4"	"missing"
"305"	"Q16559"	"missing"
"306"	"Q8TBP0"	"missing"
"307"	"P19532"	"missing"
"308"	"Q9GZN2"	"missing"
"309"	"Q8IYQ7"	"missing"
"310"	"A6NMZ5"	"missing"
"311"	"Q8NGJ6"	"missing"
"312"	"Q8NH90"	"missing"
"313"	"Q8N2R0"	"missing"
"314"	"Q99983"	"missing"
"315"	"Q9BVI0"	"missing"
"316"	"P27918"	"missing"
"317"	"Q9NWT1"	"missing"
"319"	"O75400"	"missing"
"320"	"P78395"	"missing"
"321"	"P28070"	"missing"
"322"	"Q8WY54"	"missing"
"323"	"Q9Y520"	"missing"
"324"	"Q7Z4L9"	"missing"
"325"	"Q9NQW5"	"missing"
"326"	"P26022"	"missing"
"327"	"Q3KNS1"	"missing"
"328"	"Q9UL46"	"missing"
"329"	"Q15008"	"missing"
"330"	"Q96D15"	"missing"
"331"	"Q9H4I0"	"missing"
"332"	"Q8IY67"	"missing"
"333"	"P18754"	"missing"
"334"	"Q15283"	"missing"
"335"	"Q9NS23"	"missing"
"336"	"Q14644"	"missing"
"337"	"Q96JH8"	"missing"
"338"	"A4D1S5"	"missing"
"339"	"Q70E73"	"missing"
"341"	"Q96QF0"	"missing"
"342"	"O94762"	"missing"
"343"	"Q15286"	"missing"
"344"	"P57735"	"missing"
"345"	"O75783"	"missing"
"346"	"Q7L804"	"missing"
"347"	"Q06141"	"missing"
"348"	"Q15493"	"missing"
"349"	"Q8N392"	"missing"
"350"	"Q8NC24"	"missing"
"351"	"Q96EH5"	"missing"
"352"	"Q99729"	"missing"
"353"	"Q8WVD3"	"missing"
"354"	"P34096"	"missing"
"355"	"O60930"	"missing"
"356"	"Q96A37"	"missing"
"357"	"Q5VTB9"	"missing"
"358"	"P52434"	"missing"
"359"	"P09001"	"missing"
"360"	"Q7Z7H8"	"missing"
"361"	"Q96E11"	"missing"
"362"	"Q9NQL2"	"missing"
"363"	"Q9NS64"	"missing"
"364"	"P25398"	"missing"
"365"	"P08865"	"missing"
"366"	"Q9NQQ7"	"missing"
"367"	"Q8IWB4"	"missing"
"368"	"O95197"	"missing"
"369"	"Q9BZD2"	"missing"
"370"	"Q8WXD2"	"missing"
"371"	"Q8N228"	"missing"
"372"	"Q9H4B6"	"missing"
"374"	"P23975"	"missing"
"375"	"P63302"	"missing"
"376"	"Q13275"	"missing"
"377"	"Q86VE9"	"missing"
"378"	"Q13424"	"missing"
"379"	"Q15005"	"missing"
"380"	"O75934"	"missing"
"381"	"Q8N0X7"	"missing"
"382"	"Q6ZMC9"	"missing"
"383"	"P0DPA3"	"missing"
"384"	"O43166"	"missing"
"385"	"Q9Y2K2"	"missing"
"386"	"Q3KNW5"	"missing"
"387"	"Q9H2Y9"	"missing"
"388"	"Q8N4H0"	"missing"
"389"	"P0DP57"	"missing"
"390"	"Q8N0Z3"	"missing"
"391"	"Q6XE38"	"missing"
